"","entrezgene","ensembl_gene_id","mgi_id"
"3623",217302,"ENSMUSG00000034677","MGI:2668437"
"3624",258166,"ENSMUSG00000075222","MGI:3030822"
"3625",227526,"ENSMUSG00000039496","MGI:3606576"
"3626",635895,"ENSMUSG00000067941","MGI:3643198"
"3627",231086,"ENSMUSG00000059447","MGI:2136381"
"3628",64379,"ENSMUSG00000031738","MGI:1927642"
"3629",258865,"ENSMUSG00000075221","MGI:3030826"
"3630",74147,"ENSMUSG00000022853","MGI:1277964"
"3631",66451,"ENSMUSG00000028536","MGI:1913701"
"3632",240025,"ENSMUSG00000048826","MGI:1920347"
"3633",258427,"ENSMUSG00000075220","MGI:3030827"
"3634",399566,"ENSMUSG00000002803","MGI:3026623"
"3635",72050,"ENSMUSG00000026047","MGI:1919300"
"3636",252910,"ENSMUSG00000059206","MGI:2182255"
"3637",12703,"ENSMUSG00000038037","MGI:1354910"
"3638",69008,"ENSMUSG00000021981","MGI:1914081"
"3639",17536,"ENSMUSG00000027210","MGI:108564"
"3640",245866,"ENSMUSG00000017858","MGI:2387217"
"3641",21959,"ENSMUSG00000043050","MGI:98785"
"3642",27998,"ENSMUSG00000061286","MGI:107889"
"3643",19114,"ENSMUSG00000046899","MGI:1206571"
"3644",22335,"ENSMUSG00000008892","MGI:106922"
"3645",64074,"ENSMUSG00000023886","MGI:1929881"
"3646",226646,"ENSMUSG00000013593","MGI:2385112"
"3647",226970,"ENSMUSG00000037509","MGI:2442507"
"3648",12520,"ENSMUSG00000037706","MGI:1096398"
"3649",70380,"ENSMUSG00000023074","MGI:1917630"
"3650",13097,"ENSMUSG00000032808","MGI:1306819"
"3651",19120,"ENSMUSG00000050058","MGI:106601"
"3652",19725,"ENSMUSG00000024206","MGI:106583"
"3653",78833,"ENSMUSG00000031669","MGI:1926083"
"3654",245109,"ENSMUSG00000054272","MGI:2685243"
"3655",12321,"ENSMUSG00000029767","MGI:1097158"
"3656",19119,"ENSMUSG00000038015","MGI:97766"
"3657",15111,"ENSMUSG00000038193","MGI:103580"
"3658",215690,"ENSMUSG00000009418","MGI:2183683"
"3659",70355,"ENSMUSG00000051043","MGI:1917605"
"3660",16477,"ENSMUSG00000052837","MGI:96647"
"3661",268747,"ENSMUSG00000022211","MGI:2448573"
"3662",71751,"ENSMUSG00000033618","MGI:2444243"
"3663",320208,"ENSMUSG00000061702","MGI:2443589"
"3664",19118,"ENSMUSG00000022501","MGI:97765"
"3665",272382,"ENSMUSG00000008193","MGI:892986"
"3666",20284,"ENSMUSG00000031610","MGI:1328308"
"3667",20022,"ENSMUSG00000039771","MGI:109582"
"3668",218793,"ENSMUSG00000058317","MGI:2384997"
"3669",103988,"ENSMUSG00000041798","MGI:1270854"
"3670",232023,"ENSMUSG00000037788","MGI:2141658"
"3671",60406,"ENSMUSG00000031609","MGI:1929129"
"3672",170833,"ENSMUSG00000052566","MGI:2181664"
"3673",20962,"ENSMUSG00000020059","MGI:109542"
"3674",66540,"ENSMUSG00000026655","MGI:1913790"
"3675",17364,"ENSMUSG00000030523","MGI:1330305"
"3676",74156,"ENSMUSG00000021620","MGI:1921406"
"3677",13098,"ENSMUSG00000025003","MGI:1306818"
"3678",56622,"ENSMUSG00000008438","MGI:1861229"
"3679",16449,"ENSMUSG00000027276","MGI:1095416"
"3680",232987,"ENSMUSG00000063439","MGI:2387643"
"3681",21826,"ENSMUSG00000023885","MGI:98738"
"3682",237730,"ENSMUSG00000051062","MGI:3034689"
"3683",66664,"ENSMUSG00000022856","MGI:1913914"
"3684",234593,"ENSMUSG00000036564","MGI:2384590"
"3685",14012,"ENSMUSG00000032092","MGI:1289160"
"3686",56722,"ENSMUSG00000022500","MGI:1929512"
"3687",21803,"ENSMUSG00000002603","MGI:98725"
"3688",52055,"ENSMUSG00000051343","MGI:1098586"
"3689",74649,"ENSMUSG00000029788","MGI:1921899"
"3690",104458,"ENSMUSG00000018848","MGI:1914297"
"3691",97165,"ENSMUSG00000054717","MGI:96157"
"3692",78369,"ENSMUSG00000001014","MGI:1925619"
"3693",69792,"ENSMUSG00000002679","MGI:1917042"
"3694",73547,"ENSMUSG00000025043","MGI:1920797"
"3695",18971,"ENSMUSG00000038644","MGI:97741"
"3696",258425,"ENSMUSG00000075219","MGI:3030828"
"3697",67894,"ENSMUSG00000024993","MGI:1915144"
"3698",258426,"ENSMUSG00000075218","MGI:3030829"
"3699",71735,"ENSMUSG00000029703","MGI:1918985"
"3700",171201,"ENSMUSG00000058588","MGI:2159464"
"3701",384452,"ENSMUSG00000068302","MGI:3053002"
"3702",545288,"ENSMUSG00000062624","MGI:3612288"
"3703",239759,"ENSMUSG00000044626","MGI:2388029"
"3704",17885,"ENSMUSG00000055775","MGI:1339712"
"3705",16694,"ENSMUSG00000069583","MGI:1328315"
"3706",171196,"ENSMUSG00000093501","MGI:2159459"
"3707",67778,"ENSMUSG00000027667","MGI:1915028"
"3708",228151,"ENSMUSG00000075217","MGI:2687041"
"3709",67295,"ENSMUSG00000021700","MGI:1914545"
"3710",626578,"ENSMUSG00000054588","MGI:4359647"
"3711",74393,"ENSMUSG00000050930","MGI:1921643"
"3712",171197,"ENSMUSG00000093376","MGI:2159460"
"3713",20621,"ENSMUSG00000037972","MGI:1276549"
"3714",18814,"ENSMUSG00000021348","MGI:97619"
"3715",230678,"ENSMUSG00000050854","MGI:1923409"
"3716",108150,"ENSMUSG00000031608","MGI:1349449"
"3717",170439,"ENSMUSG00000041220","MGI:2156528"
"3718",328845,"ENSMUSG00000024207","MGI:3587728"
"3719",15898,"ENSMUSG00000032174","MGI:109430"
"3720",66566,"ENSMUSG00000031851","MGI:1913816"
"3721",665902,"ENSMUSG00000070828","MGI:3708485"
"3722",72865,"ENSMUSG00000051851","MGI:1920115"
"3723",232187,"ENSMUSG00000033706","MGI:108048"
"3724",22289,"ENSMUSG00000037369","MGI:1095419"
"3725",67608,"ENSMUSG00000000056","MGI:1914858"
"3726",66158,"ENSMUSG00000067925","MGI:1913408"
"3727",553127,"ENSMUSG00000067925","MGI:1913408"
"3728",21894,"ENSMUSG00000028465","MGI:1099832"
"3729",19206,"ENSMUSG00000021466","MGI:105373"
"3730",234130,"ENSMUSG00000031535","MGI:2385299"
"3731",252905,"ENSMUSG00000095430","MGI:2182256"
"3732",106200,"ENSMUSG00000022498","MGI:1923620"
"3735",56354,"ENSMUSG00000014195","MGI:1928373"
"3736",171237,"ENSMUSG00000051687","MGI:2159641"
"3737",433247,"ENSMUSG00000074882","MGI:3612287"
"3738",230597,"ENSMUSG00000034557","MGI:2652838"
"3739",75013,"ENSMUSG00000055555","MGI:1922263"
"3740",331537,"ENSMUSG00000042433","MGI:3607720"
"3741",171191,"ENSMUSG00000093451","MGI:2159454"
"3742",14177,"ENSMUSG00000000183","MGI:95520"
"3743",18970,"ENSMUSG00000031536","MGI:97740"
"3744",171240,"ENSMUSG00000047655","MGI:2159644"
"3745",113865,"ENSMUSG00000094206","MGI:2148529"
"3746",240913,"ENSMUSG00000006403","MGI:1339949"
"3747",69480,"ENSMUSG00000042734","MGI:1916730"
"3748",214922,"ENSMUSG00000072572","MGI:2684326"
"3749",171241,"ENSMUSG00000043308","MGI:2159645"
"3750",64654,"ENSMUSG00000000182","MGI:1891427"
"3751",68592,"ENSMUSG00000028821","MGI:1915842"
"3752",78625,"ENSMUSG00000024209","MGI:1925875"
"3753",171239,"ENSMUSG00000045713","MGI:2159643"
"3754",17865,"ENSMUSG00000017861","MGI:101785"
"3755",207607,"ENSMUSG00000039963","MGI:2443893"
"3756",338372,"ENSMUSG00000042724","MGI:2449952"
"3757",67414,"ENSMUSG00000027668","MGI:1914664"
"3758",26394,"ENSMUSG00000028670","MGI:1347000"
"3759",18054,"ENSMUSG00000032484","MGI:105983"
"3760",71682,"ENSMUSG00000046991","MGI:1918932"
"3761",171242,"ENSMUSG00000061602","MGI:2159646"
"3762",319801,"ENSMUSG00000038028","MGI:2442752"
"3763",245643,"ENSMUSG00000042425","MGI:3646547"
"3764",13099,"ENSMUSG00000025004","MGI:1306815"
"3765",19009,"ENSMUSG00000009739","MGI:102935"
"3766",233806,"ENSMUSG00000030917","MGI:1925752"
"3767",75826,"ENSMUSG00000022855","MGI:1923076"
"3768",217893,"ENSMUSG00000021143","MGI:1924399"
"3769",216350,"ENSMUSG00000034127","MGI:2384918"
"3770",67382,"ENSMUSG00000026918","MGI:1914632"
"3771",171238,"ENSMUSG00000057161","MGI:2159642"
"3772",67912,"ENSMUSG00000050088","MGI:1915162"
"3773",16875,"ENSMUSG00000096225","MGI:1096343"
"3774",21761,"ENSMUSG00000062270","MGI:1096551"
"3775",171244,"ENSMUSG00000094078","MGI:2159648"
"3776",269693,"ENSMUSG00000043913","MGI:2141043"
"3777",15439,"ENSMUSG00000031722","MGI:96211"
"3778",19139,"ENSMUSG00000031432","MGI:97775"
"3779",171268,"ENSMUSG00000058132","MGI:2159656"
"3780",12049,"ENSMUSG00000032191","MGI:1330841"
"3781",171243,"ENSMUSG00000066804","MGI:2159647"
"3782",93760,"ENSMUSG00000007880","MGI:1935147"
"3783",70450,"ENSMUSG00000057948","MGI:1917700"
"3784",103213,"ENSMUSG00000019842","MGI:2143599"
"3785",17390,"ENSMUSG00000031740","MGI:97009"
"3786",171267,"ENSMUSG00000066803","MGI:2159655"
"3787",333473,"ENSMUSG00000059334","MGI:3525151"
"3788",74088,"ENSMUSG00000055312","MGI:1921338"
"3789",50772,"ENSMUSG00000042688","MGI:1354946"
"3790",619331,"ENSMUSG00000034071","MGI:3588205"
"3791",319211,"ENSMUSG00000041923","MGI:2441684"
"3792",54604,"ENSMUSG00000021140","MGI:1891924"
"3793",22787,"ENSMUSG00000030911","MGI:99214"
"3794",56224,"ENSMUSG00000028152","MGI:1928096"
"3795",56749,"ENSMUSG00000031730","MGI:1928378"
"3796",71891,"ENSMUSG00000021982","MGI:1919141"
"3797",72057,"ENSMUSG00000023883","MGI:1919307"
"3798",22441,"ENSMUSG00000054626","MGI:98976"
"3799",57370,"ENSMUSG00000052423","MGI:1928767"
"3800",64144,"ENSMUSG00000024212","MGI:1927238"
"3801",13007,"ENSMUSG00000026421","MGI:88549"
"3802",228019,"ENSMUSG00000041975","MGI:2385142"
"3803",20826,"ENSMUSG00000063480","MGI:893586"
"3804",238875,"ENSMUSG00000046006","MGI:3608341"
"3805",67370,"ENSMUSG00000030386","MGI:1914620"
"3806",72826,"ENSMUSG00000037808","MGI:1920076"
"3807",270084,"ENSMUSG00000033192","MGI:3606214"
"3808",319480,"ENSMUSG00000032243","MGI:2442114"
"3809",78088,"ENSMUSG00000045314","MGI:1925338"
"3810",20620,"ENSMUSG00000021701","MGI:1099790"
"3811",319998,"ENSMUSG00000051703","MGI:2443133"
"3812",56018,"ENSMUSG00000030688","MGI:1860093"
"3813",171190,"ENSMUSG00000048697","MGI:2159453"
"3814",66845,"ENSMUSG00000029142","MGI:2137225"
"3815",12444,"ENSMUSG00000000184","MGI:88314"
"3816",52398,"ENSMUSG00000058013","MGI:1277214"
"3817",171168,"ENSMUSG00000045019","MGI:2181962"
"3818",13645,"ENSMUSG00000028017","MGI:95290"
"3819",171206,"ENSMUSG00000071428","MGI:2159470"
"3820",72074,"ENSMUSG00000030909","MGI:1919324"
"3821",22260,"ENSMUSG00000060601","MGI:1352463"
"3822",19672,"ENSMUSG00000005973","MGI:104559"
"3823",14605,"ENSMUSG00000031431","MGI:1196284"
"3824",29811,"ENSMUSG00000004558","MGI:1352498"
"3825",53895,"ENSMUSG00000002660","MGI:1858213"
"3826",319765,"ENSMUSG00000033581","MGI:1890358"
"3827",246229,"ENSMUSG00000041684","MGI:2179809"
"3828",98488,"ENSMUSG00000041303","MGI:2138383"
"3829",75671,"ENSMUSG00000012211","MGI:1922921"
"3830",171198,"ENSMUSG00000094291","MGI:2159461"
"3831",94281,"ENSMUSG00000063698","MGI:2137680"
"3832",105689,"ENSMUSG00000033004","MGI:2179432"
"3833",16322,"ENSMUSG00000032968","MGI:96569"
"3834",101187,"ENSMUSG00000037997","MGI:2141505"
"3835",242960,"ENSMUSG00000039753","MGI:2152883"
"3836",26373,"ENSMUSG00000036636","MGI:1347048"
"3837",228880,"ENSMUSG00000039671","MGI:1918025"
"3838",66400,"ENSMUSG00000002661","MGI:1913650"
"3839",74125,"ENSMUSG00000032468","MGI:1921375"
"3840",66605,"ENSMUSG00000056912","MGI:1913855"
"3841",73090,"ENSMUSG00000030385","MGI:1920340"
"3842",19044,"ENSMUSG00000062729","MGI:104968"
"3843",270201,"ENSMUSG00000054792","MGI:2143315"
"3844",27280,"ENSMUSG00000041801","MGI:1351485"
"3845",52132,"ENSMUSG00000002608","MGI:1196455"
"3846",171195,"ENSMUSG00000095670","MGI:2159458"
"3847",106205,"ENSMUSG00000037965","MGI:2445044"
"3848",544791,"ENSMUSG00000060180","MGI:1339967"
"3849",19197,"ENSMUSG00000002664","MGI:1201684"
"3850",70691,"ENSMUSG00000031125","MGI:1917941"
"3851",64817,"ENSMUSG00000028369","MGI:1928849"
"3852",100041639,"ENSMUSG00000079710","MGI:3809205"
"3853",71728,"ENSMUSG00000026213","MGI:1918978"
"3854",107701,"ENSMUSG00000068856","MGI:109580"
"3855",258429,"ENSMUSG00000059990","MGI:3030830"
"3856",380882,"ENSMUSG00000095300","MGI:2685752"
"3857",319742,"ENSMUSG00000070305","MGI:2442647"
"3858",214469,"ENSMUSG00000037503","MGI:2448487"
"3859",11514,"ENSMUSG00000022376","MGI:1341110"
"3860",68427,"ENSMUSG00000002105","MGI:1915677"
"3861",98053,"ENSMUSG00000002658","MGI:1923848"
"3862",257899,"ENSMUSG00000075215","MGI:3030834"
"3863",170718,"ENSMUSG00000027406","MGI:2158650"
"3864",22630,"ENSMUSG00000076432","MGI:891963"
"3865",23947,"ENSMUSG00000000266","MGI:1344333"
"3866",67569,"ENSMUSG00000019888","MGI:1914819"
"3867",246228,"ENSMUSG00000042116","MGI:2179729"
"3868",258566,"ENSMUSG00000075214","MGI:3030836"
"3869",68625,"ENSMUSG00000028730","MGI:2686209"
"3870",21391,"ENSMUSG00000029925","MGI:98497"
"3871",100041621,"ENSMUSG00000079709","MGI:3810125"
"3872",270109,"ENSMUSG00000060212","MGI:2445010"
"3873",27216,"ENSMUSG00000075212","MGI:1351316"
"3874",666085,"ENSMUSG00000096593","MGI:3704110"
"3875",12971,"ENSMUSG00000030905","MGI:102675"
"3876",21952,"ENSMUSG00000026418","MGI:105073"
"3877",258563,"ENSMUSG00000075211","MGI:3030840"
"3878",20204,"ENSMUSG00000039476","MGI:98218"
"3879",109082,"ENSMUSG00000037816","MGI:1923584"
"3880",211652,"ENSMUSG00000018849","MGI:2388637"
"3881",109272,"ENSMUSG00000020061","MGI:1336213"
"3882",280667,"ENSMUSG00000062438","MGI:2429506"
"3883",331416,"ENSMUSG00000073177","MGI:2685619"
"3884",13589,"ENSMUSG00000027479","MGI:891995"
"3885",258866,"ENSMUSG00000050603","MGI:3030842"
"3886",14528,"ENSMUSG00000037580","MGI:95675"
"3888",258565,"ENSMUSG00000043226","MGI:3030843"
"3889",280668,"ENSMUSG00000072647","MGI:2429504"
"3890",258561,"ENSMUSG00000075210","MGI:3030846"
"3891",56843,"ENSMUSG00000009246","MGI:1861718"
"3892",232989,"ENSMUSG00000040725","MGI:2443517"
"3893",381175,"ENSMUSG00000038903","MGI:3612676"
"3894",16549,"ENSMUSG00000007670","MGI:1336214"
"3895",258757,"ENSMUSG00000053287","MGI:3030847"
"3896",381062,"ENSMUSG00000036552","MGI:1917317"
"3897",12399,"ENSMUSG00000070691","MGI:102672"
"3898",75083,"ENSMUSG00000027364","MGI:1922333"
"3899",72685,"ENSMUSG00000028528","MGI:1919935"
"3900",78317,"ENSMUSG00000047810","MGI:1925567"
"3901",74616,"ENSMUSG00000008226","MGI:1921866"
"3902",83555,"ENSMUSG00000042386","MGI:1890544"
"3903",67230,"ENSMUSG00000057894","MGI:1921283"
"3904",78619,"ENSMUSG00000073176","MGI:1925869"
"3905",64051,"ENSMUSG00000038486","MGI:1927139"
"3906",13096,"ENSMUSG00000042248","MGI:1306806"
"3907",20462,"ENSMUSG00000022858","MGI:106016"
"3908",626316,"ENSMUSG00000066009","MGI:3702694"
"3909",80888,"ENSMUSG00000041548","MGI:2135756"
"3910",67928,"ENSMUSG00000062017","MGI:2388708"
"3911",13388,"ENSMUSG00000014773","MGI:104659"
"3912",217692,"ENSMUSG00000042700","MGI:2443679"
"3913",69876,"ENSMUSG00000039759","MGI:1917126"
"3914",20912,"ENSMUSG00000027882","MGI:107362"
"3915",329154,"ENSMUSG00000052331","MGI:3045243"
"3916",80718,"ENSMUSG00000024511","MGI:1931295"
"3917",83430,"ENSMUSG00000025383","MGI:1932410"
"3918",30941,"ENSMUSG00000053483","MGI:1353665"
"3919",78789,"ENSMUSG00000031430","MGI:1926039"
"3920",219134,"ENSMUSG00000044461","MGI:2444716"
"3921",76251,"ENSMUSG00000021470","MGI:1923501"
"3922",20538,"ENSMUSG00000055368","MGI:1270850"
"3923",16150,"ENSMUSG00000031537","MGI:1338071"
"3924",83703,"ENSMUSG00000032469","MGI:1931520"
"3925",65020,"ENSMUSG00000058638","MGI:1890378"
"3926",17165,"ENSMUSG00000029454","MGI:1333110"
"3927",103775,"ENSMUSG00000011486","MGI:2144215"
"3928",404195,"ENSMUSG00000067225","MGI:3642960"
"3929",19279,"ENSMUSG00000020151","MGI:109559"
"3930",16578,"ENSMUSG00000032489","MGI:1098237"
"3931",21340,"ENSMUSG00000059669","MGI:109577"
"3932",103135,"ENSMUSG00000005682","MGI:1918984"
"3933",244373,"ENSMUSG00000031483","MGI:2387215"
"3934",50769,"ENSMUSG00000021983","MGI:1354710"
"3935",107141,"ENSMUSG00000054827","MGI:2147497"
"3936",238880,"ENSMUSG00000055194","MGI:2444552"
"3937",116870,"ENSMUSG00000021144","MGI:2150037"
"3938",16541,"ENSMUSG00000002204","MGI:109365"
"3939",235497,"ENSMUSG00000042487","MGI:2685031"
"3940",68955,"ENSMUSG00000063919","MGI:1916205"
"3941",13860,"ENSMUSG00000015766","MGI:104684"
"3942",243833,"ENSMUSG00000060397","MGI:2389445"
"3943",214642,"ENSMUSG00000062980","MGI:2444814"
"3944",13527,"ENSMUSG00000024302","MGI:106039"
"3945",12453,"ENSMUSG00000063015","MGI:1341077"
"3946",73274,"ENSMUSG00000032745","MGI:1920524"
"3947",14457,"ENSMUSG00000033066","MGI:1202388"
"3948",433926,"ENSMUSG00000070639","MGI:2141353"
"3949",67544,"ENSMUSG00000014763","MGI:1914794"
"3950",71766,"ENSMUSG00000010205","MGI:1919016"
"3951",16763,"ENSMUSG00000041782","MGI:109343"
"3952",236790,"ENSMUSG00000035967","MGI:2442593"
"3953",66972,"ENSMUSG00000046329","MGI:1914222"
"3954",66407,"ENSMUSG00000028861","MGI:1913657"
"3955",232878,"ENSMUSG00000054715","MGI:2443312"
"3956",11757,"ENSMUSG00000024997","MGI:88034"
"3957",100604,"ENSMUSG00000054720","MGI:2140839"
"3958",23994,"ENSMUSG00000000346","MGI:1344344"
"3959",109697,"ENSMUSG00000054446","MGI:88478"
"3960",207818,"ENSMUSG00000053559","MGI:2448476"
"3961",72041,"ENSMUSG00000039754","MGI:1919291"
"3962",114863,"ENSMUSG00000031485","MGI:1891207"
"3963",22634,"ENSMUSG00000019817","MGI:1100874"
"3964",235582,"ENSMUSG00000020258","MGI:2444085"
"3965",54524,"ENSMUSG00000027849","MGI:1859544"
"3966",20103,"ENSMUSG00000012848","MGI:1097682"
"3967",104156,"ENSMUSG00000013089","MGI:1096867"
"3968",14773,"ENSMUSG00000003228","MGI:109161"
"3969",14678,"ENSMUSG00000032562","MGI:95772"
"3970",19170,"ENSMUSG00000014769","MGI:104884"
"3971",54683,"ENSMUSG00000024953","MGI:1859821"
"3972",68236,"ENSMUSG00000070708","MGI:1915486"
"3973",16453,"ENSMUSG00000031805","MGI:99928"
"3974",66155,"ENSMUSG00000062963","MGI:1913405"
"3975",66409,"ENSMUSG00000005846","MGI:1913659"
"3976",226971,"ENSMUSG00000026123","MGI:2385825"
"3977",195733,"ENSMUSG00000020656","MGI:2182540"
"3978",53380,"ENSMUSG00000031429","MGI:1858898"
"3979",16970,"ENSMUSG00000030263","MGI:108424"
"3980",231549,"ENSMUSG00000046079","MGI:1922368"
"3981",269033,"ENSMUSG00000044906","MGI:1922045"
"3982",269389,"ENSMUSG00000074607","MGI:3611233"
"3983",26357,"ENSMUSG00000029802","MGI:1347061"
"3984",20132,"ENSMUSG00000028012","MGI:1097709"
"3985",76257,"ENSMUSG00000010064","MGI:1923507"
"3986",269717,"ENSMUSG00000039747","MGI:2443195"
"3987",80891,"ENSMUSG00000015852","MGI:1933397"
"3988",93896,"ENSMUSG00000049928","MGI:2136733"
"3989",67487,"ENSMUSG00000018425","MGI:1914737"
"3990",21374,"ENSMUSG00000014767","MGI:101838"
"3991",381845,"ENSMUSG00000033967","MGI:1924198"
"3992",12982,"ENSMUSG00000059326","MGI:1339754"
"3993",76740,"ENSMUSG00000015002","MGI:1923990"
"3994",66801,"ENSMUSG00000039737","MGI:1914051"
"3995",118445,"ENSMUSG00000035397","MGI:2153049"
"3996",224912,"ENSMUSG00000044279","MGI:2670904"
"3997",243834,"ENSMUSG00000004500","MGI:2444641"
"3998",21956,"ENSMUSG00000026414","MGI:104597"
"3999",67803,"ENSMUSG00000040699","MGI:1915053"
"4000",59091,"ENSMUSG00000017817","MGI:1891496"
"4001",258564,"ENSMUSG00000033850","MGI:3030849"
"4002",68147,"ENSMUSG00000028010","MGI:1930948"
"4003",257915,"ENSMUSG00000075209","MGI:3030850"
"4004",67674,"ENSMUSG00000038812","MGI:1914924"
"4005",69710,"ENSMUSG00000032812","MGI:1916960"
"4006",258579,"ENSMUSG00000043892","MGI:3030852"
"4007",259017,"ENSMUSG00000075208","MGI:3030853"
"4008",237387,"ENSMUSG00000051652","MGI:2447899"
"4009",228662,"ENSMUSG00000062098","MGI:2385155"
"4010",74154,"ENSMUSG00000015127","MGI:1921404"
"4011",75747,"ENSMUSG00000032009","MGI:1922997"
"4012",57811,"ENSMUSG00000021804","MGI:1929473"
"4013",78560,"ENSMUSG00000031486","MGI:1925810"
"4014",71954,"ENSMUSG00000066900","MGI:1919204"
"4015",209584,"ENSMUSG00000047583","MGI:2445040"
"4016",19674,"ENSMUSG00000020907","MGI:97883"
"4017",81898,"ENSMUSG00000025982","MGI:1932339"
"4018",12452,"ENSMUSG00000029385","MGI:1095734"
"4019",69085,"ENSMUSG00000021621","MGI:1916335"
"4020",66877,"ENSMUSG00000001767","MGI:1914127"
"4021",194655,"ENSMUSG00000020653","MGI:2653368"
"4022",64292,"ENSMUSG00000050737","MGI:1927593"
"4023",54367,"ENSMUSG00000029290","MGI:1927246"
"4024",18780,"ENSMUSG00000058908","MGI:104642"
"4025",76407,"ENSMUSG00000027480","MGI:1923657"
"4026",21945,"ENSMUSG00000013973","MGI:1333874"
"4027",209630,"ENSMUSG00000026657","MGI:1919850"
"4028",75905,"ENSMUSG00000037358","MGI:1923155"
"4029",269870,"ENSMUSG00000033961","MGI:2442185"
"4030",18012,"ENSMUSG00000034701","MGI:1339708"
"4031",110197,"ENSMUSG00000022861","MGI:105060"
"4032",23921,"ENSMUSG00000005057","MGI:1345171"
"4033",14852,"ENSMUSG00000062203","MGI:1316728"
"4034",320631,"ENSMUSG00000054746","MGI:2388709"
"4035",19714,"ENSMUSG00000019841","MGI:1337131"
"4036",229877,"ENSMUSG00000028149","MGI:2385189"
"4037",66854,"ENSMUSG00000022043","MGI:1914104"
"4038",28240,"ENSMUSG00000009292","MGI:1351901"
"4039",258573,"ENSMUSG00000046975","MGI:3030854"
"4040",230751,"ENSMUSG00000042616","MGI:1916308"
"4041",68460,"ENSMUSG00000033044","MGI:1915710"
"4042",23964,"ENSMUSG00000049336","MGI:1345184"
"4043",108153,"ENSMUSG00000032363","MGI:1347346"
"4044",258582,"ENSMUSG00000057761","MGI:3030856"
"4045",109305,"ENSMUSG00000049686","MGI:1925542"
"4046",26362,"ENSMUSG00000002602","MGI:1347244"
"4047",77864,"ENSMUSG00000018427","MGI:1925114"
"4048",26379,"ENSMUSG00000024955","MGI:1346831"
"4049",229937,"ENSMUSG00000074182","MGI:1916996"
"4050",258580,"ENSMUSG00000050128","MGI:3030857"
"4051",18567,"ENSMUSG00000014771","MGI:104643"
"4052",257900,"ENSMUSG00000075206","MGI:3030858"
"4053",12879,"ENSMUSG00000062563","MGI:2177632"
"4054",270599,"ENSMUSG00000064016","MGI:2685494"
"4055",70785,"ENSMUSG00000002668","MGI:1918035"
"4056",497071,"ENSMUSG00000068392","MGI:3528592"
"4057",76467,"ENSMUSG00000023094","MGI:1923717"
"4058",216169,"ENSMUSG00000003346","MGI:106388"
"4059",60322,"ENSMUSG00000037347","MGI:1891767"
"4060",67876,"ENSMUSG00000025981","MGI:1915126"
"4061",56418,"ENSMUSG00000002741","MGI:1927550"
"4062",66569,"ENSMUSG00000061666","MGI:1913819"
"4063",54722,"ENSMUSG00000029821","MGI:1889850"
"4064",214505,"ENSMUSG00000035521","MGI:2147006"
"4065",72149,"ENSMUSG00000069631","MGI:1919399"
"4066",54721,"ENSMUSG00000032175","MGI:1929470"
"4067",69113,"ENSMUSG00000040174","MGI:1916363"
"4068",216835,"ENSMUSG00000020905","MGI:2444541"
"4069",236792,"ENSMUSG00000061273","MGI:2384305"
"4070",70599,"ENSMUSG00000027007","MGI:1917849"
"4071",217303,"ENSMUSG00000034652","MGI:2443411"
"4072",67077,"ENSMUSG00000050623","MGI:1914327"
"4073",94216,"ENSMUSG00000031273","MGI:2152695"
"4074",69072,"ENSMUSG00000028729","MGI:1916322"
"4075",230936,"ENSMUSG00000047777","MGI:2446217"
"4076",236727,"ENSMUSG00000037341","MGI:2444530"
"4077",109901,"ENSMUSG00000023031","MGI:95314"
"4078",244595,"ENSMUSG00000071047","MGI:3648919"
"4079",234878,"ENSMUSG00000031853","MGI:2385307"
"4080",16528,"ENSMUSG00000024957","MGI:1298234"
"4081",68837,"ENSMUSG00000039275","MGI:1916087"
"4082",74890,"ENSMUSG00000029477","MGI:1922140"
"4083",20135,"ENSMUSG00000020649","MGI:98181"
"4084",333424,"ENSMUSG00000037953","MGI:2143261"
"4085",26459,"ENSMUSG00000030382","MGI:1347100"
"4086",218973,"ENSMUSG00000037572","MGI:2443514"
"4087",214444,"ENSMUSG00000039298","MGI:2384875"
"4088",67074,"ENSMUSG00000034602","MGI:1914324"
"4089",68327,"ENSMUSG00000015126","MGI:1915577"
"4090",22153,"ENSMUSG00000062591","MGI:107848"
"4091",270152,"ENSMUSG00000048534","MGI:2685484"
"4092",212989,"ENSMUSG00000052819","MGI:2387588"
"4093",29862,"ENSMUSG00000041377","MGI:1352751"
"4094",66680,"ENSMUSG00000035399","MGI:1913930"
"4095",330177,"ENSMUSG00000061288","MGI:3041177"
"4096",244646,"ENSMUSG00000048827","MGI:2664670"
"4097",76457,"ENSMUSG00000068114","MGI:1923707"
"4098",77305,"ENSMUSG00000020257","MGI:1924555"
"4099",14685,"ENSMUSG00000034837","MGI:95778"
"4100",22592,"ENSMUSG00000026048","MGI:103582"
"4101",21950,"ENSMUSG00000035678","MGI:1101058"
"4102",67405,"ENSMUSG00000019890","MGI:1328351"
"4103",207839,"ENSMUSG00000037280","MGI:1891640"
"4104",27045,"ENSMUSG00000013997","MGI:1350916"
"4105",107173,"ENSMUSG00000024958","MGI:2147529"
"4106",239037,"ENSMUSG00000041044","MGI:2385320"
"4107",21948,"ENSMUSG00000019489","MGI:1195273"
"4108",242785,"ENSMUSG00000073700","MGI:1919288"
"4109",20350,"ENSMUSG00000034684","MGI:1096347"
